CustomerID,CustomerName,Gender,Age,City,Education_Level,Marital_Status,Dependent_Count,Income_Category,Card_Category,Months_on_Book,Credit_Limit_INR,Total_Revolving_Bal,Avg_Open_To_Buy,Avg_Utilization_Ratio,Months_Inactive_12mon,Contacts_Count_12mon,Total_Trans_Amt_INR,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Attrition_Flag
SBICC103898,Deepak Kumar,M,45,Mumbai,Graduate,Single,4,₹15-25 Lakh,Gold,11,312354,22391,286300,0.2859,3,1,42415,63,0.3212,0.3952,0
SBICC103899,Rohit Kumar,M,60,Delhi,Graduate,Single,1,₹15-25 Lakh,Silver,45,144340,3824,122100,0.1346,1,3,22272,67,0.3996,1.0197,0
SBICC103900,Amit Nair,M,54,Mumbai,Post-Graduate,Single,3,₹15-25 Lakh,Platinum,56,755891,430841,380600,0.66,1,4,73476,62,0.5822,0.4948,0
SBICC103901,Kavya Mehta,F,48,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Silver,28,210884,64527,114500,0.4356,3,5,35576,69,0.8307,0.4297,1
SBICC103902,Rekha Sharma,F,35,Hyderabad,Graduate,Married,2,₹10-15 Lakh,Platinum,28,902445,223865,790500,0.3243,3,4,103159,61,0.8121,0.5509,1
SBICC103903,Sanjay Reddy,M,39,Bangalore,Graduate,Single,3,₹3-6 Lakh,Silver,53,188074,31017,139000,0.2359,1,2,70101,58,1.4293,0.0332,0
SBICC103904,Anjali Nair,F,34,Delhi,High School,Single,2,₹6-10 Lakh,Platinum,39,522812,128887,375700,0.263,2,1,60107,63,0.8253,0.7541,0
SBICC103905,Arun Joshi,M,45,Hyderabad,Graduate,Single,0,₹15-25 Lakh,Signature,38,1962051,594256,1729100,0.254,1,5,174511,82,0.6741,0.4618,0
SBICC103906,Rajesh Sharma,M,45,Delhi,Post-Graduate,Married,2,₹10-15 Lakh,Silver,50,167417,102348,66300,0.6117,3,2,11685,66,0.8355,0.8747,1
SBICC103907,Vijay Gupta,M,50,Hyderabad,Graduate,Single,3,₹15-25 Lakh,Silver,36,117916,48819,78100,0.4129,6,3,18448,57,0.7294,0.667,0
SBICC103908,Rajesh Singh,M,34,Mumbai,Uneducated,Single,0,₹10-15 Lakh,Silver,40,68527,34547,41600,0.2585,6,5,24297,47,1.0431,0.317,1
SBICC103909,Anjali Singh,F,42,Delhi,Post-Graduate,Single,2,₹3-6 Lakh,Gold,39,227925,45030,175900,0.1558,3,3,43878,58,0.3795,0.6648,1
SBICC103910,Manoj Iyer,M,28,Chennai,Doctorate,Married,2,₹3-6 Lakh,Platinum,56,754578,531634,405000,0.5069,3,2,42190,64,0.8958,0.7808,0
SBICC103911,Priya Nair,F,25,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Silver,40,125050,27610,88900,0.114,1,2,44113,65,0.61,1.4522,0
SBICC103912,Deepak Patel,M,43,Mumbai,Post-Graduate,Married,5,₹3-6 Lakh,Gold,22,221585,99685,117500,0.3871,2,0,29673,56,0.3568,0.6639,0
SBICC103913,Pooja Sharma,F,44,Bangalore,Post-Graduate,Single,0,₹3-6 Lakh,Gold,40,364128,68754,256300,0.0974,0,2,106780,74,0.4145,0.0606,0
SBICC103914,Arun Sharma,M,37,Chennai,Graduate,Married,0,₹6-10 Lakh,Gold,56,386173,134967,328100,0.2999,3,5,89344,64,0.546,0.6399,1
SBICC103915,Divya Patel,F,41,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Signature,56,2458426,722987,1470500,0.3374,1,1,85039,61,0.5406,0.1751,0
SBICC103916,Swati Sharma,F,34,Bangalore,Graduate,Married,2,₹3-6 Lakh,Silver,38,175752,10208,182000,0.0001,4,3,68032,65,0.536,0.4951,1
SBICC103917,Sunita Gupta,F,44,Delhi,Post-Graduate,Single,0,< ₹3 Lakh,Silver,31,96577,16567,83800,0.1761,1,2,49143,59,0.925,0.7096,0
SBICC103918,Anjali Mehta,F,36,Chennai,Graduate,Single,1,₹6-10 Lakh,Signature,42,1152372,307119,943400,0.1976,1,3,10346,60,1.2523,0.1351,0
SBICC103919,Anjali Sharma,F,43,Hyderabad,Post-Graduate,Married,3,₹10-15 Lakh,Gold,56,212280,72081,171600,0.1919,5,1,62639,60,0.4099,0.7187,0
SBICC103920,Neha Sharma,F,50,Delhi,High School,Married,2,₹10-15 Lakh,Gold,34,375033,204012,172400,0.6609,4,5,37328,61,0.2627,0.8213,1
SBICC103921,Pooja Reddy,F,22,Chennai,Post-Graduate,Married,2,< ₹3 Lakh,Gold,41,343653,173084,161300,0.3708,1,2,143636,89,0.8159,0.5472,0
SBICC103922,Rekha Iyer,F,41,Delhi,Graduate,Married,4,₹3-6 Lakh,Signature,56,1651471,103604,1357000,0.1989,1,4,6639,61,0.6779,1.0073,0
SBICC103923,Suresh Reddy,M,38,Mumbai,Graduate,Married,1,₹10-15 Lakh,Gold,37,304613,276378,108300,0.7955,2,2,19997,66,0.3451,0.7626,0
SBICC103924,Swati Iyer,F,55,Pune,Post-Graduate,Married,5,₹10-15 Lakh,Platinum,56,948859,442348,613400,0.4507,4,3,10107,51,1.0288,0.1411,1
SBICC103925,Manoj Singh,M,41,Bangalore,Graduate,Single,0,< ₹3 Lakh,Silver,43,145917,47568,106500,0.3403,3,1,14666,68,0.5363,0.6655,0
SBICC103926,Divya Patel,F,31,Hyderabad,Graduate,Married,2,< ₹3 Lakh,Silver,39,197738,6858,166900,0.0,2,2,9707,49,0.3679,0.3721,1
SBICC103927,Rajesh Gupta,M,50,Bangalore,Graduate,Married,0,₹6-10 Lakh,Gold,35,425812,75167,350700,0.1279,2,1,104889,71,0.5844,1.0724,0
SBICC103928,Anjali Sharma,F,27,Chennai,Post-Graduate,Married,2,₹10-15 Lakh,Platinum,22,1288005,386306,776100,0.3125,2,5,21364,59,0.9809,1.1467,0
SBICC103929,Arun Mehta,M,38,Mumbai,Graduate,Single,1,< ₹3 Lakh,Silver,56,95215,36279,69100,0.1933,3,4,6971,75,0.5659,1.0317,0
SBICC103930,Neha Reddy,F,40,Delhi,Post-Graduate,Single,2,₹6-10 Lakh,Silver,24,62864,17892,45000,0.2203,0,2,37152,72,0.7586,0.6593,0
SBICC103931,Rohit Patel,M,42,Bangalore,Graduate,Married,4,₹6-10 Lakh,Silver,13,167822,130260,57400,0.5059,1,1,17010,66,0.139,0.8337,0
SBICC103932,Rohit Singh,M,37,Pune,Post-Graduate,Single,3,₹10-15 Lakh,Gold,21,190056,10580,170500,0.0,1,6,38027,58,1.0398,1.1753,0
SBICC103933,Sunita Singh,F,41,Mumbai,Post-Graduate,Single,0,₹6-10 Lakh,Gold,55,401886,24006,429900,0.0,3,2,46974,58,0.4434,1.3574,0
SBICC103934,Rahul Kumar,M,41,Mumbai,Graduate,Married,3,₹6-10 Lakh,Platinum,50,1065070,197802,959500,0.0596,6,2,4818,66,0.9183,0.8434,0
SBICC103935,Meera Joshi,F,23,Bangalore,Post-Graduate,Married,1,₹15-25 Lakh,Gold,39,430324,6875,434400,0.0,1,1,18125,58,0.7431,1.4969,0
SBICC103936,Neha Singh,F,45,Pune,Graduate,Married,2,₹6-10 Lakh,Gold,56,160811,22743,153700,0.1194,4,5,76409,58,0.9554,0.3931,1
SBICC103937,Arun Mehta,M,29,Mumbai,Uneducated,Single,1,₹3-6 Lakh,Gold,6,357667,78275,281600,0.296,4,2,46123,65,0.1068,0.6706,0
SBICC103938,Divya Gupta,F,49,Pune,Graduate,Married,3,< ₹3 Lakh,Silver,6,149984,9027,122500,0.3036,1,0,174358,67,0.8795,0.7972,0
SBICC103939,Sanjay Iyer,M,43,Bangalore,Graduate,Married,2,₹6-10 Lakh,Silver,22,201861,129430,69000,0.5925,4,5,9408,70,0.7619,0.6426,1
SBICC103940,Deepak Mehta,M,37,Hyderabad,Post-Graduate,Married,0,₹15-25 Lakh,Gold,51,177850,64856,130500,0.4568,5,0,38629,54,0.6324,1.2448,0
SBICC103941,Arun Joshi,M,41,Mumbai,Graduate,Married,2,> ₹25 Lakh,Gold,22,325041,105687,245900,0.2762,2,2,85853,62,1.0992,1.1636,0
SBICC103942,Amit Iyer,M,32,Mumbai,Graduate,Married,5,₹6-10 Lakh,Gold,23,285697,137894,150000,0.5535,1,4,38753,59,0.5436,0.0852,1
SBICC103943,Rahul Gupta,M,49,Mumbai,Graduate,Married,1,₹10-15 Lakh,Platinum,56,959224,110354,913400,0.0,3,3,7210,77,0.8647,0.3137,1
SBICC103944,Sanjay Mehta,M,43,Mumbai,Post-Graduate,Single,3,₹10-15 Lakh,Gold,24,442301,39557,421500,0.2116,4,1,60070,71,1.2739,1.1461,0
SBICC103945,Neha Mehta,F,36,Delhi,Post-Graduate,Single,3,₹3-6 Lakh,Platinum,6,994494,575996,436900,0.5036,1,2,13490,57,0.8233,0.7342,0
SBICC103946,Anjali Kumar,F,25,Chennai,Post-Graduate,Married,3,< ₹3 Lakh,Gold,48,187980,73448,121900,0.2975,1,2,31723,69,0.8509,0.4148,0
SBICC103947,Arun Mehta,M,24,Mumbai,High School,Single,1,₹10-15 Lakh,Silver,28,101971,60065,41600,0.5049,1,6,63363,54,0.5839,0.1789,1
SBICC103948,Swati Gupta,F,53,Bangalore,Graduate,Single,0,₹3-6 Lakh,Signature,23,2507194,947567,1667800,0.3129,4,2,84875,53,0.8687,1.3671,1
SBICC103949,Suresh Kumar,M,27,Mumbai,Graduate,Married,3,₹15-25 Lakh,Silver,42,72088,28143,48100,0.3556,3,3,55943,66,0.6447,0.2329,1
SBICC103950,Swati Mehta,F,37,Bangalore,Post-Graduate,Single,1,₹10-15 Lakh,Signature,25,1351776,219611,1116400,0.0459,4,1,14463,69,1.2872,1.0128,0
SBICC103951,Amit Kumar,M,51,Delhi,Post-Graduate,Married,5,₹15-25 Lakh,Silver,43,190807,44858,136500,0.145,1,2,99202,62,0.8677,0.7922,0
SBICC103952,Sanjay Kumar,M,27,Ahmedabad,Post-Graduate,Single,5,₹10-15 Lakh,Silver,27,158633,9018,132200,0.1512,4,1,15656,76,0.7265,0.415,0
SBICC103953,Neha Sharma,F,52,Mumbai,Graduate,Single,2,₹10-15 Lakh,Signature,47,2326832,979183,1026500,0.3665,2,2,108339,50,0.2041,0.8229,0
SBICC103954,Vijay Joshi,M,27,Mumbai,Post-Graduate,Married,1,₹10-15 Lakh,Silver,7,95212,14145,86100,0.2237,3,1,42722,54,0.6807,0.3929,1
SBICC103955,Deepak Reddy,M,20,Mumbai,Post-Graduate,Single,4,< ₹3 Lakh,Platinum,48,961504,196342,645900,0.3517,0,0,12553,53,0.1799,0.6895,0
SBICC103956,Sanjay Kumar,M,36,Delhi,Doctorate,Single,4,₹10-15 Lakh,Silver,43,119398,55112,65900,0.6121,0,2,37117,57,0.5803,0.6549,0
SBICC103957,Priya Joshi,F,38,Pune,Graduate,Married,2,₹10-15 Lakh,Silver,45,103343,38900,69700,0.3324,3,2,15847,65,0.4511,0.3124,1
SBICC103958,Sanjay Singh,M,39,Hyderabad,Graduate,Single,1,₹3-6 Lakh,Gold,26,412778,100821,266600,0.3358,5,1,6961,66,0.6946,1.5845,0
SBICC103959,Pooja Sharma,F,19,Hyderabad,Graduate,Single,2,> ₹25 Lakh,Silver,17,116162,58968,69900,0.3899,4,3,82240,67,0.5693,0.2638,0
SBICC103960,Rajesh Iyer,M,48,Mumbai,Post-Graduate,Single,2,₹3-6 Lakh,Gold,51,464540,72942,337600,0.0808,4,4,46180,65,0.3398,0.0,1
SBICC103961,Pooja Sharma,F,33,Delhi,Post-Graduate,Married,2,₹10-15 Lakh,Gold,56,197362,75129,151400,0.3515,3,3,83317,67,0.8356,0.3196,1
SBICC103962,Anjali Nair,F,32,Mumbai,Graduate,Single,0,₹3-6 Lakh,Gold,56,276006,30030,234300,0.1118,4,1,17576,67,1.06,0.7836,0
SBICC103963,Deepak Kumar,M,38,Delhi,High School,Married,2,₹10-15 Lakh,Silver,15,132518,13393,125000,0.0,1,0,19903,63,0.0501,1.3583,0
SBICC103964,Deepak Iyer,M,45,Ahmedabad,High School,Married,2,₹15-25 Lakh,Platinum,25,483127,34131,425100,0.0,1,2,37070,53,0.6437,0.7711,0
SBICC103965,Rajesh Mehta,M,38,Bangalore,Post-Graduate,Married,4,₹10-15 Lakh,Gold,6,311014,91730,248600,0.266,0,2,11554,61,0.8803,0.6039,0
SBICC103966,Vijay Singh,M,37,Delhi,Graduate,Married,0,₹10-15 Lakh,Silver,56,170329,53297,140400,0.2228,2,1,114349,52,0.8336,1.1729,0
SBICC103967,Anjali Mehta,F,48,Chennai,Graduate,Single,0,₹6-10 Lakh,Platinum,20,537383,15495,513600,0.1544,1,0,7095,69,0.2467,0.5946,0
SBICC103968,Meera Singh,F,37,Hyderabad,High School,Married,2,₹15-25 Lakh,Silver,37,134319,39563,102700,0.3885,4,0,123225,57,0.968,1.3605,0
SBICC103969,Manoj Patel,M,37,Bangalore,Graduate,Married,4,₹3-6 Lakh,Signature,28,1070734,310855,762200,0.2865,1,1,15819,80,1.0634,0.3674,0
SBICC103970,Divya Patel,F,51,Kolkata,Graduate,Married,2,₹3-6 Lakh,Gold,40,480946,103652,345300,0.2932,0,3,34612,66,0.433,0.4197,0
SBICC103971,Deepak Sharma,M,32,Kolkata,Graduate,Married,3,> ₹25 Lakh,Silver,23,131095,9642,109000,0.0252,5,3,117764,76,0.5298,0.6891,0
SBICC103972,Rahul Joshi,M,25,Delhi,Graduate,Married,1,₹10-15 Lakh,Gold,35,179702,22376,136100,0.0,2,0,13748,60,1.0451,1.4034,0
SBICC103973,Rohit Gupta,M,21,Mumbai,Graduate,Divorced,2,₹3-6 Lakh,Gold,47,194378,73141,112800,0.5403,0,1,42964,51,1.0875,0.726,0
SBICC103974,Vijay Mehta,M,53,Bangalore,High School,Single,1,₹3-6 Lakh,Silver,28,105468,38845,69800,0.4861,4,1,11328,54,0.8039,0.6716,1
SBICC103975,Kavya Iyer,F,35,Bangalore,Post-Graduate,Married,0,₹3-6 Lakh,Silver,15,111807,45474,81300,0.5157,1,2,11601,61,0.4989,0.498,0
SBICC103976,Amit Singh,M,38,Hyderabad,Post-Graduate,Married,0,₹6-10 Lakh,Silver,56,123817,60825,71000,0.5209,4,6,32624,68,0.4748,0.5907,1
SBICC103977,Manoj Kumar,M,47,Delhi,Graduate,Single,1,< ₹3 Lakh,Gold,22,479571,232578,276000,0.3393,2,1,6327,75,1.2194,0.4301,0
SBICC103978,Swati Mehta,F,36,Mumbai,High School,Single,3,₹3-6 Lakh,Silver,6,83051,47178,43300,0.5253,6,2,34267,71,0.9181,0.5379,0
SBICC103979,Rahul Singh,M,32,Mumbai,High School,Married,2,₹3-6 Lakh,Silver,42,106384,2650,113500,0.0401,6,0,34460,61,1.1614,1.4266,0
SBICC103980,Rahul Kumar,M,30,Delhi,Graduate,Married,2,₹6-10 Lakh,Silver,37,55908,22025,27600,0.6105,6,5,41933,48,0.5423,0.7414,1
SBICC103981,Manoj Iyer,M,23,Mumbai,Graduate,Single,2,₹6-10 Lakh,Silver,56,92595,12750,94200,0.1008,5,5,142963,57,1.2124,0.8074,1
SBICC103982,Arun Joshi,M,43,Delhi,Graduate,Married,1,₹10-15 Lakh,Platinum,41,691949,19876,631400,0.1184,1,2,19976,59,0.7698,0.2848,1
SBICC103983,Swati Iyer,F,34,Bangalore,Graduate,Married,1,₹15-25 Lakh,Gold,8,555470,46548,449700,0.1572,1,2,24135,84,0.5112,1.2023,0
SBICC103984,Meera Nair,F,39,Hyderabad,Post-Graduate,Married,0,₹15-25 Lakh,Gold,40,221830,113107,118400,0.4252,3,3,14870,75,1.0077,0.3188,1
SBICC103985,Manoj Gupta,M,52,Mumbai,Post-Graduate,Married,1,> ₹25 Lakh,Silver,33,145718,49038,98700,0.3383,3,5,26350,45,0.7178,0.8845,1
SBICC103986,Sanjay Gupta,M,32,Bangalore,Graduate,Single,2,₹3-6 Lakh,Silver,23,101120,24988,93500,0.02,3,5,53751,56,0.4636,0.3138,1
SBICC103987,Suresh Gupta,M,33,Ahmedabad,High School,Married,0,< ₹3 Lakh,Gold,56,361135,153479,207500,0.6351,2,2,39005,63,1.3229,1.1237,0
SBICC103988,Rajesh Singh,M,53,Ahmedabad,Post-Graduate,Married,5,₹10-15 Lakh,Signature,46,1272052,163746,1004200,0.1433,3,2,26333,57,0.2532,0.686,0
SBICC103989,Swati Mehta,F,42,Chennai,High School,Single,3,₹15-25 Lakh,Signature,23,1538645,401722,986300,0.4005,4,0,40433,77,0.5746,0.9615,0
SBICC103990,Meera Reddy,F,28,Chennai,Graduate,Married,2,₹6-10 Lakh,Silver,18,154593,14545,122600,0.1621,1,0,73201,75,0.7469,0.4907,0
SBICC103991,Vijay Nair,M,44,Chennai,Graduate,Single,4,₹6-10 Lakh,Silver,34,145587,46912,122100,0.1857,4,2,17330,60,0.8576,0.5865,0
SBICC103992,Anjali Kumar,F,36,Delhi,Post-Graduate,Single,2,₹15-25 Lakh,Silver,56,87500,11843,78300,0.164,2,6,45483,57,0.056,0.3191,1
SBICC103993,Deepak Mehta,M,31,Delhi,Post-Graduate,Married,3,₹15-25 Lakh,Gold,48,408286,40190,366300,0.0361,3,5,125721,76,0.5884,1.1445,1
SBICC103994,Rahul Reddy,M,47,Delhi,Doctorate,Married,1,₹10-15 Lakh,Signature,49,2575194,943643,1644700,0.3537,3,0,8665,66,0.6921,1.4204,0
SBICC103995,Suresh Gupta,M,43,Delhi,Post-Graduate,Married,3,₹6-10 Lakh,Silver,44,74019,3604,62900,0.1764,3,0,81504,72,0.7301,1.2662,0
SBICC103996,Pooja Singh,F,43,Bangalore,Graduate,Married,1,₹10-15 Lakh,Gold,42,445791,135003,347100,0.1906,2,5,342520,76,0.5154,1.0332,0
SBICC103997,Rekha Reddy,F,45,Delhi,High School,Single,0,₹10-15 Lakh,Gold,56,264435,27104,220500,0.0,3,1,50030,67,0.7118,0.5052,0
SBICC103998,Swati Reddy,F,37,Bangalore,High School,Married,3,₹10-15 Lakh,Silver,47,120513,30591,99500,0.2684,0,3,93915,85,1.5637,0.9571,0
SBICC103999,Rajesh Kumar,M,29,Mumbai,Graduate,Married,3,₹10-15 Lakh,Signature,24,3099743,255816,2505100,0.0519,6,3,30263,59,0.2357,0.5588,0
SBICC104000,Priya Joshi,F,42,Hyderabad,High School,Married,1,₹15-25 Lakh,Silver,33,141013,41768,94800,0.3179,2,0,54642,69,0.4678,0.5877,0
SBICC104001,Sunita Iyer,F,24,Mumbai,Post-Graduate,Married,4,₹3-6 Lakh,Gold,39,237563,65801,192700,0.1923,4,3,62057,57,0.6056,1.0449,0
SBICC104002,Pooja Singh,F,40,Mumbai,High School,Married,1,₹15-25 Lakh,Signature,35,2611740,452797,2359900,0.1919,1,6,120322,59,0.7702,1.3197,0
SBICC104003,Priya Kumar,F,24,Mumbai,Graduate,Single,2,> ₹25 Lakh,Platinum,27,776444,233148,488100,0.3559,0,4,116712,64,0.0281,0.7563,0
SBICC104004,Anjali Joshi,F,51,Delhi,Post-Graduate,Married,3,< ₹3 Lakh,Gold,25,352681,87283,249700,0.3058,0,3,227590,62,0.4197,1.1468,0
SBICC104005,Suresh Gupta,M,37,Delhi,Graduate,Married,1,₹15-25 Lakh,Platinum,39,930086,19264,841800,0.1626,1,2,440228,61,0.5469,0.2641,0
SBICC104006,Divya Nair,F,53,Mumbai,Graduate,Married,5,₹10-15 Lakh,Silver,11,131841,81217,61300,0.498,2,3,104765,53,0.9455,1.1076,0
SBICC104007,Rahul Reddy,M,28,Delhi,High School,Married,0,₹10-15 Lakh,Gold,27,164927,55288,114400,0.4644,5,0,26647,69,0.6348,0.9445,0
SBICC104008,Swati Sharma,F,22,Bangalore,Post-Graduate,Married,0,₹3-6 Lakh,Gold,14,202195,103176,134400,0.3851,2,1,33499,46,0.7214,0.9987,0
SBICC104009,Kavya Gupta,F,38,Bangalore,Uneducated,Single,2,> ₹25 Lakh,Silver,27,107489,8423,97400,0.0,1,4,25008,66,1.2865,1.0509,0
SBICC104010,Rekha Gupta,F,39,Delhi,Post-Graduate,Married,3,₹6-10 Lakh,Signature,42,2284197,219142,1801500,0.2461,4,2,13341,50,0.3732,0.7349,0
SBICC104011,Rekha Patel,F,40,Bangalore,Graduate,Married,2,₹15-25 Lakh,Platinum,14,740352,141169,616100,0.2865,1,0,55193,81,0.1404,1.1455,0
SBICC104012,Neha Singh,F,45,Delhi,Graduate,Single,4,< ₹3 Lakh,Platinum,35,1145327,253908,951600,0.0672,1,4,12610,62,0.0187,0.8703,0
SBICC104013,Suresh Singh,M,29,Delhi,Post-Graduate,Married,1,₹10-15 Lakh,Silver,47,153091,23059,156000,0.2699,5,3,17764,59,0.6413,0.8119,0
SBICC104014,Manoj Nair,M,33,Pune,Graduate,Divorced,3,₹3-6 Lakh,Signature,56,1673030,406127,1476500,0.2283,1,4,14520,52,0.4062,0.9144,0
SBICC104015,Sanjay Reddy,M,34,Pune,Graduate,Married,2,₹6-10 Lakh,Silver,37,214426,55265,144500,0.223,1,2,26224,64,0.6301,0.7354,0
SBICC104016,Divya Patel,F,46,Hyderabad,Post-Graduate,Married,3,₹10-15 Lakh,Gold,25,267479,59944,182700,0.242,2,1,16586,79,0.4757,0.4792,0
SBICC104017,Sunita Gupta,F,27,Chennai,Graduate,Married,5,₹10-15 Lakh,Platinum,20,559312,197420,445400,0.2684,0,4,25819,58,0.6261,0.209,0
SBICC104018,Priya Sharma,F,38,Hyderabad,Graduate,Single,1,₹10-15 Lakh,Silver,37,154279,48987,91200,0.2741,1,1,16766,63,0.8642,1.0824,0
SBICC104019,Rahul Patel,M,35,Delhi,High School,Married,4,₹10-15 Lakh,Silver,56,128149,23954,91200,0.0481,6,2,194406,72,0.5054,0.8561,0
SBICC104020,Pooja Patel,F,22,Delhi,Doctorate,Married,2,₹10-15 Lakh,Signature,31,905498,83068,984200,0.0582,5,2,84272,76,0.3723,0.1374,1
SBICC104021,Suresh Iyer,M,38,Pune,Graduate,Divorced,0,₹15-25 Lakh,Platinum,29,439899,71742,365100,0.1037,1,3,267840,62,0.9859,0.9982,0
SBICC104022,Manoj Sharma,M,44,Delhi,Doctorate,Married,0,₹6-10 Lakh,Signature,48,886717,358195,553400,0.348,3,2,18946,55,0.323,0.9375,0
SBICC104023,Rohit Singh,M,48,Kolkata,High School,Married,0,₹6-10 Lakh,Gold,56,196078,51701,149700,0.2644,0,1,79990,60,0.7363,0.7746,0
SBICC104024,Kavya Nair,F,28,Mumbai,Graduate,Married,1,₹10-15 Lakh,Gold,56,365576,212393,205800,0.5961,4,1,21457,53,0.5357,1.3573,0
SBICC104025,Deepak Singh,M,28,Delhi,Graduate,Married,0,₹10-15 Lakh,Gold,27,443562,53854,431300,0.1367,0,2,46396,92,0.5205,0.8812,0
SBICC104026,Priya Joshi,F,41,Ahmedabad,Graduate,Married,2,₹10-15 Lakh,Gold,20,518791,204892,252400,0.418,2,1,17413,78,0.2914,1.0858,0
SBICC104027,Deepak Kumar,M,27,Hyderabad,Graduate,Married,2,₹10-15 Lakh,Silver,56,158125,77501,103700,0.3786,1,1,74746,66,0.5621,0.3683,0
SBICC104028,Amit Singh,M,23,Kolkata,High School,Married,3,₹6-10 Lakh,Platinum,51,448602,40581,435400,0.0453,2,3,41538,67,0.9022,0.544,1
SBICC104029,Deepak Iyer,M,43,Mumbai,Graduate,Married,4,₹10-15 Lakh,Silver,48,51587,30611,27600,0.4575,5,2,62980,55,0.9656,0.6372,0
SBICC104030,Anjali Patel,F,31,Hyderabad,Graduate,Married,3,< ₹3 Lakh,Silver,36,69898,12039,53500,0.1648,1,0,71606,67,0.4984,0.7022,0
SBICC104031,Anjali Reddy,F,39,Mumbai,Graduate,Single,2,₹6-10 Lakh,Platinum,18,813661,40498,865700,0.0856,1,1,56810,73,0.9964,0.3754,0
SBICC104032,Anjali Mehta,F,38,Bangalore,Graduate,Single,2,₹10-15 Lakh,Gold,15,166147,27065,127000,0.3017,2,1,37853,73,0.7353,0.3879,0
SBICC104033,Suresh Kumar,M,41,Mumbai,Graduate,Single,1,₹10-15 Lakh,Gold,54,443529,189879,259500,0.3404,3,6,26125,43,1.0351,0.4505,1
SBICC104034,Arun Mehta,M,30,Pune,Graduate,Married,1,₹6-10 Lakh,Gold,38,216580,30726,166700,0.1674,5,3,65471,72,0.6634,0.679,0
SBICC104035,Vijay Singh,M,32,Chennai,Doctorate,Single,2,₹15-25 Lakh,Gold,38,248078,51651,206500,0.3736,2,1,22117,47,0.6726,0.6961,0
SBICC104036,Rahul Reddy,M,26,Delhi,Graduate,Married,3,> ₹25 Lakh,Silver,24,76195,23965,54500,0.4128,3,6,24994,59,0.7922,0.8268,1
SBICC104037,Rajesh Kumar,M,41,Bangalore,Post-Graduate,Single,5,₹15-25 Lakh,Silver,23,148672,63008,113300,0.3697,5,4,8532,62,0.5661,0.066,1
SBICC104038,Divya Mehta,F,42,Hyderabad,Graduate,Married,2,₹10-15 Lakh,Silver,48,80785,34721,51200,0.4445,3,0,64168,64,0.491,0.7162,0
SBICC104039,Anjali Mehta,F,35,Pune,Graduate,Single,2,₹3-6 Lakh,Silver,30,159215,83574,96500,0.489,3,6,75744,66,0.7813,0.0266,1
SBICC104040,Rajesh Singh,M,50,Delhi,High School,Divorced,1,₹6-10 Lakh,Silver,6,78720,27387,47800,0.5246,2,1,50386,66,0.8966,1.7182,0
SBICC104041,Kavya Joshi,F,42,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Gold,23,231123,136897,90600,0.4923,4,2,61431,66,0.1302,1.1999,0
SBICC104042,Amit Iyer,M,34,Chennai,Uneducated,Married,1,₹6-10 Lakh,Silver,33,124698,47389,70100,0.3599,3,3,13683,69,0.3266,0.6257,0
SBICC104043,Vijay Joshi,M,29,Mumbai,Post-Graduate,Single,0,₹10-15 Lakh,Platinum,30,870226,373471,399500,0.5029,1,2,34349,64,0.5635,0.752,0
SBICC104044,Amit Kumar,M,40,Delhi,Graduate,Single,3,₹10-15 Lakh,Platinum,55,408926,86369,324500,0.1214,4,2,88931,63,0.8874,0.8029,0
SBICC104045,Amit Reddy,M,34,Ahmedabad,High School,Married,2,₹6-10 Lakh,Gold,48,351753,1530,309700,0.115,1,2,38075,48,0.5743,0.7839,0
SBICC104046,Arun Iyer,M,29,Delhi,Graduate,Married,1,₹3-6 Lakh,Gold,37,500111,95443,344500,0.065,3,0,366346,83,0.8558,0.6196,0
SBICC104047,Amit Singh,M,40,Pune,Graduate,Married,0,< ₹3 Lakh,Silver,56,66222,8367,66300,0.1329,0,4,58230,60,0.6053,0.7129,0
SBICC104048,Suresh Reddy,M,53,Ahmedabad,Graduate,Married,2,₹3-6 Lakh,Silver,40,148063,94982,78200,0.5215,3,2,18661,60,0.3634,0.7786,1
SBICC104049,Sunita Sharma,F,42,Mumbai,Post-Graduate,Single,2,₹15-25 Lakh,Gold,30,268723,56236,205500,0.2359,4,3,6616,67,0.7171,0.3188,1
SBICC104050,Neha Singh,F,31,Bangalore,Post-Graduate,Married,2,₹10-15 Lakh,Gold,38,487839,33743,425600,0.1302,2,1,31369,51,0.8378,0.6474,0
SBICC104051,Rahul Iyer,M,38,Hyderabad,Post-Graduate,Single,2,₹6-10 Lakh,Gold,34,222497,84123,159200,0.3839,1,3,33601,64,0.0692,1.1642,0
SBICC104052,Rekha Singh,F,39,Hyderabad,Post-Graduate,Married,3,₹10-15 Lakh,Silver,13,152693,42481,111500,0.1428,3,6,114236,74,0.4538,0.9671,0
SBICC104053,Vijay Patel,M,51,Hyderabad,Post-Graduate,Married,2,₹10-15 Lakh,Silver,43,202239,83828,104400,0.3883,4,1,47985,66,0.626,0.6481,0
